line,title,author,cited_num,relate,reverse_relate
Optimizing enhanced coalbed methane recovery for unhindered production and CO2 injectivity,Optimizing enhanced coalbed methane recovery for unhindered production and CO 2 injectivity,H Kumar D Elsworth J Liu,25,90.91%,83.33%
Influence of the effective stress coefficient and sorption-induced strain on the evolution of coal permeability: Model development and analysis,Influence of the effective stress coefficient and sorption-induced strain on the evolution of coal permeability: model development and analysis,Z Chen J Liu Z Pan LD Connell D Elsworth,40,94.74%,94.74%
Structural recovery behaviour of barite-loaded bentonite drilling muds,Structural recovery behavior of barite-loaded bentonite drilling muds,YK Leong J Liu,11,87.50%,87.50%
Permeability evolution of fluid-infiltrated coal containing discrete fractures,Permeability evolution of fluid-infiltrated coal containing discrete fractures,G Izadi S Wang D Elsworth J Liu,68,100.00%,100.00%
Interactions of Microbial-Enhanced Oil Recovery Processes,Interactions of microbial-enhanced oil recovery processes,J Liu MG Trefry K Liu,29,33.33%,33.33%
Impact of transition from local swelling to macro swelling on the evolution of coal permeability,Impact of transition from local swelling to macro swelling on the evolution of coal permeability,J Liu J Wang Z Chen S Wang D Elsworth,63,100.00%,100.00%
Effect of the effective stress coefficient and sorption-induced strain on the evolution of coal permeability: Experimental observations,Effect of the effective stress coefficient and sorption-induced strain on the evolution of coal permeability: experimental observations,Z Chen Z Pan J Liu LD Connell D Elsworth,62,94.12%,94.12%
Evolution of coal permeability from stress-controlled to displacement-controlled swelling conditions,Evolution of coal permeability from stress-controlled to displacement-controlled swelling conditions,J Liu Z Chen D Elsworth,57,100.00%,100.00%
Evolution of Coal Permeability: Contribution of Heterogeneous Swelling Processes,Evolution of coal permeability: Contribution of heterogeneous swelling processes,J Liu D Elsworth,28,44.44%,44.44%
Interactions of multiple processes during CBM extraction: A critical review,Interactions of multiple processes during CBM extraction: a critical review,J Liu Z Chen D Elsworth D Chen,141,90.00%,90.00%
Permeability evolution in fractured coal: The roles of fracture geometry and water-content,Permeability evolution in fractured coal: the roles of fracture geometry and water-content,S Wang D Elsworth J Liu,134,91.67%,91.67%
A dual poroelastic model for CO2-enhanced coalbed methane recovery,A dual poroelastic model for CO 2-enhanced coalbed methane recovery,J Liu Z Chen D Elsworth,45,88.89%,80.00%
A model of coal-gas interaction under variable temperatures,A model of coal–gas interaction under variable temperatures,WC Zhu J Liu D Elsworth,53,87.50%,87.50%
Numerical simulation of geofluid focusing and penetration due to hydraulic fracture,Numerical simulation of geofluid focusing and penetration due to hydraulic fracture,JG Wang Y Zhang JS Liu BY Zhang,12,100.00%,100.00%
Linking gas-sorption induced changes in coal permeability to directional strains through a modulus reduction ratio,Linking gas-sorption induced changes in coal permeability to directional strains through a modulus reduction ratio,J Liu Z Chen D Elsworth,78,100.00%,100.00%
Evaluation of stress-controlled coal swelling processes,Evaluation of stress-controlled coal swelling processes,J Liu Z Chen D Elsworth,61,100.00%,100.00%
Impact of CO<sub>2</sub> injection and differential deformation on CO<sub>2</sub> injectivity under in-situ stress conditions,A review of studies on CO 2 sequestration and caprock integrity,R Shukla P Ranjith A Haque,214,21.43%,27.27%
Development of anisotropic permeability during coalbed methane production,Development of anisotropic permeability during coalbed methane production,J Liu D Elsworth,51,100.00%,100.00%
The effect of preferential flow on extraction and surface morphology of copper sulphides during heap leaching,The effect of preferential flow on extraction and surface morphology of copper sulphides during heap leaching,J Liu,36,100.00%,100.00%
How sorption-induced matrix deformation affects gas flow in coal seams: A new FE model,How sorption-induced matrix deformation affects gas flow in coal seams: a new FE model,J Liu D Elsworth,187,92.86%,92.86%
Fracture spacing in layered materials: A new explanation based on two-dimensional failure process modeling,Fracture spacing in layered materials: a new explanation based on two-dimensional failure process modeling,YB Zhang,61,92.86%,92.86%
"On evaluating the stability of the Baiyian ancient landslide in the Three Gorges Reservoir area, Yangtze River: a geological history analysis","On evaluating the stability of the Baiyian ancient landslide in the Three Gorges Reservoir area, Yangtze River: a geological history analysis",S Wang J Liu,6,100.00%,100.00%
Analysis of coupled gas flow and deformation process with desorption and Klinkenberg effects in coal seams,Analysis of coupled gas flow and deformation process with desorption and Klinkenberg effects in coal seams,WC Zhu J Liu D Elsworth,91,100.00%,100.00%
Tracer transport in a fractured chalk: X-ray CT characterization and digital-image-based (DIB) simulation,Tracer transport in a fractured chalk: X-ray CT characterization and digital-image-based (DIB) simulation,WC Zhu J Liu D Elsworth,25,100.00%,100.00%
Simulation of Progressive Borehole Failure at Multi-Lateral Junctions,Simulation of progressive borehole failure at multi-lateral junctions,JX Liu WC Zhu J Liu,0,37.50%,37.50%
A fully-coupled hydrological-mechanical-chemical model for fracture sealing and preferential opening,A fully-coupled hydrological–mechanical–chemical model for fracture sealing and preferential opening,J Liu D Elsworth,47,90.00%,90.00%
Effects of local rock heterogeneities on the hydromechanics of fractured rocks using a digital-image-based technique,Effects of local rock heterogeneities on the hydromechanics of fractured rocks using a digital-image-based technique,WC Zhu J Liu,27,100.00%,100.00%
Numerical investigation of coal and gas outbursts in underground collieries,Numerical investigation of coal and gas outbursts in underground collieries,T Xu WC Zhu J Liu,109,100.00%,100.00%
Spontaneous switching between permeability enhancement and degradation in fractures in carbonate: Lumped parameter representation of mechanically- and chemically-mediated dissolution,Spontaneous switching between permeability enhancement and degradation in fractures in carbonate: Lumped parameter representation of mechanically-and …,D Elsworth J Liu,17,78.95%,100.00%
Simulation of progressive fracturing processes around underground excavations under biaxial compression,Simulation of progressive fracturing processes around underground excavations under biaxial compression,WC Zhu J Liu,72,100.00%,100.00%
Dissolution-Induced Preferential Flow in a Limestone Fracture,Dissolution-induced preferential flow in a limestone fracture,J Liu D Elsworth,28,28.57%,28.57%
Spontaneous switching of permeability changes in a limestone fracture with net dissolution,Spontaneous switching of permeability changes in a limestone fracture with net dissolution,D Elsworth J Liu,105,100.00%,100.00%
A numerical study of the effect of loading conditions on the dynamic failure of rock,A numerical study of the effect of loading conditions on the dynamic failure of rock,WC Zhu JS Liu,16,100.00%,100.00%
Stability analysis of a large-span and deep tunnel,Stability analysis of a large-span and deep tunnel,,38,100.00%,100.00%
Simulations of a coupled hydro-chemo-mechanical system in rocks,Simulations of a coupled hydro-chemo-mechanical system in rocks,J Liu,11,100.00%,100.00%
EVALUATION OF IN-SITU LEACHING PROCESSES:DUAL-POROSITY MODEL,Evaluation of in situ leaching processes: dual-porosity model,J Liu,9,0.00%,0.00%
Linking stress-dependent effective porosity and hydraulic conductivity fields to RMR,Linking stress-dependent effective porosity and hydraulic conductivity fields to RMR,J Liu D Elsworth,88,100.00%,100.00%
Evaluation of pore water pressure fluctuation around an advancing longwall face,Evaluation of pore water pressure fluctuation around an advancing longwall face,J Liu D Elsworth,16,100.00%,100.00%
EVALUATION OF ONE-DIMENSIONAL IN SITU LEACHING PROCESSES,Evaluation of one‐dimensional in situ leaching processes,J Liu,2,0.00%,0.00%
A COUPLED HYDROMECHANICAL SYSTEM DEFINED THROUGH ROCK MASS CLASSIFICATION SCHEMES,A coupled hydromechanical system defined through rock mass classification schemes,J Liu D Elsworth,9,10.00%,10.00%
Evaluation of Velocity-Dependent In-Situ Leaching Processes: Single-Porosity Model,Evaluation of velocity-dependent in situ leaching processes: Single-porosity model,J Liu,4,25.00%,22.22%
Optical analysis of phosphor's location for high-power light-emitting diodes,Optical analysis of phosphor's location for high-power light-emitting diodes,K Wang X Luo,95,100.00%,100.00%
Experimental and numerical investigation of a microjet based cooling system for high power LEDs,Experimental and numerical investigation of a microjet-based cooling system for high power LEDs,X Luo,52,85.71%,92.31%
Structural optimization of a microjet based cooling system for high power LEDs,Structural optimization of a microjet based cooling system for high power LEDs,X Luo,113,100.00%,100.00%
Bimaterial interfacial crack growth as a function of mode-mixity,Bimaterial interfacial crack growth as a function of mode-mixity,,118,100.00%,100.00%
Investigation of Crack-Propagation in Ceramic/Conductive Epoxy/Glass Systems,Investigation of crack propagation in ceramic/conductive epoxy/glass systems,,39,42.86%,37.50%
Quantum oscillations in small rings of odd-parity superconductor Sr2RuO4,Odd-parity superconductivity in Sr2RuO4,ZQ Mao Y Maeno,324,22.22%,50.00%
Single crystal superconducting nanostructures of NbSe2 for the study of phase slips and vortex dynamics,Superconducting  nanowires and nanoribbons converted from  nanostructures,YS Hor U Patel,32,13.33%,22.22%
Exploring geometrical constraint effects of Cooper pairs,Exploring geometrical constraint effects of Cooper pairs,NE Staley,0,100.00%,100.00%
Planar tunneling measurements of the energy gap in biased bilayer graphene,Planar tunneling measurements of the energy gap in biased bilayer graphene,,0,100.00%,100.00%
