line,title,author,cited_num,relate,reverse_relate
Global exponential stability of recurrent neural networks for synthesizing linear feedback control systems via pole assignment,Global exponential stability of recurrent neural networks for synthesizing linear feedback control systems via pole assignment,Y Zhang J Wang,80,100.00%,100.00%
A projection neural network and its application to contained optimization problems,A projection neural network and its application to constrained optimization problems,J Wang,201,90.91%,90.91%
Global exponential stability of continuous-time interval neural networks,Global exponential stability of continuous-time interval neural networks,J Wang,45,100.00%,100.00%
Augmented gradient flows for on-line robust pole assignment via state and output feedback,Augmented gradient flows for on-line robust pole assignment via state and output feedback,D Jiang J Wang,32,100.00%,100.00%
Nonlinear blind source separation using higher-order statistics and a genetic algorithm,Nonlinear blind source separation using higher order statistics and a genetic algorithm,Y Tan J Wang,119,90.91%,83.33%
An additive diagonal stability condition for absolute exponential stability of a general class of neural networks,An additive diagonal-stability condition for absolute exponential stability of a general class of neural networks,XB Liang J Wang,57,87.50%,100.00%
Recurrent neural networks for nonlinear output regulation,Recurrent neural networks for nonlinear output regulation,Y Zhang J Wang,84,100.00%,100.00%
Global asymptotic and exponential stability of a dynamic neural system with asymmetric connection weights,Global asymptotic and exponential stability of a dynamic neural system with asymmetric connection weights,J Wang,50,100.00%,100.00%
A recurrent neural network for minimum infinity-norm kinematic control of redundant manipulators with an improved problem formulation and reduced architectural complexity,A recurrent neural network for minimum infinity-norm kinematic control of redundant manipulators with an improved problem formulation and reduced architecture …,J Wang,72,90.48%,95.00%
A dual neural network for kinematic control of redundant robot manipulators,A dual neural network for kinematic control of redundant robot manipulators,J Wang,174,100.00%,100.00%
Nonlinear blind source separation using a radial basis function network,Nonlinear blind source separation using a radial basis function network,Y Tan J Wang JM Zurada,184,100.00%,100.00%
Quadratic stabilizability of a new class of linear systems with structural independent time-varying uncertainties,Quadratic stabilizability of a new class of linear systems with structural independent time-varying uncertainty,J Wang,8,92.86%,92.86%
On stabilization of a new class of linear time-invariant interval systems via constant state feedback control,On stabilization of a new class of linear time-invariant interval systems via constant state feedback control,J Wang,35,100.00%,100.00%
A discrete-time recurrent neural network for shortest-path routing,A discrete-time recurrent neural network for shortest-path routing,J Wang,30,100.00%,100.00%
A recurrent neural network for nonlinear optimization with a continuously differentiable objective function and bound constraints,A recurrent neural network for nonlinear optimization with a continuously differentiable objective function and bound constraints,XB Liang J Wang,163,100.00%,100.00%
On-line learning of dynamic systems in the presence of model mismatch and disturbance,On-line learning of dynamical systems in the presence of model mismatch and disturbances,D Jiang J Wang,14,84.62%,84.62%
Blind extraction of singularly mixed source signals,Blind extraction of singularly mixed source signals,J Wang JM Zurada,56,100.00%,100.00%
Real-time tool condition monitoring using wavelet transform and fuzzy techniques,Real-time tool condition monitoring using wavelet transforms and fuzzy techniques,J Wang,117,90.00%,90.00%
Absolute exponential stability of neural networks with a general class of activation functions,Absolute exponential stability of neural networks with a general class of activation functions,XB Liang J Wang,63,100.00%,100.00%
Global exponential stability of recurrent neural networks for solving optimization and related problems,Global exponential stability of recurrent neural networks for solving optimization and related problems,J Wang,57,100.00%,100.00%
On the stability of globally projected dynamical systems,On the stability of globally projected dynamical systems,J Wang,157,100.00%,100.00%
A recurrent neural network for on-line design of robust optimal filters,A recurrent neural network for online design of robust optimal filters,D Jiang J Wang,4,90.91%,90.91%
A recurrent neural network for solving linear projection equations,A recurrent neural network for solving linear projection equations,J Wang,122,100.00%,100.00%
Two recurrent neural networks for joint torque optimization of kinematically redundant manipulators,Two recurrent neural networks for local joint torque optimization of kinematically redundant manipulators,J Wang,38,100.00%,92.31%
A  Lagrangian network for kinematic control of redundant robot manipulators,A Lagrangian network for kinematic control of redundant robot manipulators,J Wang D Jiang,94,90.91%,100.00%
Recurrent neural networks for minimum infinity-norm kinematic control of redundant manipulators,Recurrent neural networks for minimum infinity-norm kinematic control of redundant manipulators,J Wang,66,100.00%,100.00%
Recurrent neural networks for solving linear inequalities and equations,Recurrent neural networks for solving linear inequalities and equations,J Wang,46,100.00%,100.00%
A linear assignment clustering algorithm based on the least similar cluster representatives,A linear assignment clustering algorithm based on the least similar cluster representatives,J Wang,17,100.00%,100.00%
A recurrent neural network for real-time semi-definite programming,A recurrent neural network for real-time semidefinite programming,D Jiang J Wang,12,87.50%,87.50%
A general methodology for designing globally convergent optimization neural networks,A general methodology for designing globally convergent optimization neural networks,J Wang,227,100.00%,100.00%
Primal and dual neural networks for shortest-path routing,Primal and dual neural networks for shortest-path routing,J Wang,36,100.00%,100.00%
A multilayer recurrent neural network for solving continuous-time algebraic Riccati equations,A multilayer recurrent neural network for solving continuous-time algebraic Riccati equations,J Wang,52,100.00%,100.00%
Recurrent neural networks for computing pseudoinverses of rank-deficient matrices,Recurrent neural networks for computing pseudoinverses of rank-deficient matrices,J Wang,75,100.00%,100.00%
Primal and dual assignment networks,Primal and dual assignment networks,J Wang,61,100.00%,100.00%
A recurrent neural network for solving the shortest path problem,A recurrent neural network for solving the shortest path problem,J Wang,67,100.00%,100.00%
Analysis and design of a recurrent neural network for linear programming,Analysis and design of a recurrent neural network for linear programming,J Wang,149,100.00%,100.00%
The bideterminants of matrices over semirings,The bideterminants of matrices over semirings,,4,100.00%,100.00%
Conditions under which the solution sets of fuzzy relational equations over complete Brouwerian lattices form lattices,Conditions under which the solution sets of fuzzy relational equations over complete Brouwerian lattices form lattices,,4,100.00%,100.00%
Some Results of Interval-valued fuzzy relational equations with sup-conjunctor composition,Some Results of Interval-valued fuzzy relational equations with sup-conjunctor composition,,0,100.00%,100.00%
Dimensions of ℒ-semilinear spaces over zerosumfree semirings,Dimensions of ℒ-semilinear spaces over zerosumfree semirings,,1,100.00%,100.00%
Applications of realizable Boolean matrices in graph theory,Applications of realizable Boolean matrices in graph theory,,1,100.00%,100.00%
Some properties of infinite fuzzy relational equations with sup-inf composition,Some properties of infinite fuzzy relational equations with sup–inf composition,,6,90.00%,90.00%
Workflow process modelling and resource allocation based on polychromatic sets theory,Workflow process modelling and resource allocation based on polychromatic sets theory,,27,100.00%,100.00%
Solution sets of finite fuzzy relation equations with sup-inf composition over bounded Brouwerian lattices,Solution sets of finite fuzzy relation equations with sup–inf composition over bounded Brouwerian lattices,,11,92.86%,92.86%
Decomposition of realizable fuzzy relations,Decomposition of realizable fuzzy relations,,0,100.00%,100.00%
Minimal join decompositions and their applications to fuzzy relation equations over complete Brouwerian lattices,Minimal join decompositions and their applications to fuzzy relation equations over complete Brouwerian lattices,,7,100.00%,100.00%
Pointwise Semiclassical Asymptotics for Total Cross Sections in N-body Problems,Pointwise semiclassical asymptotics for total cross sections in N-body problems,,4,40.00%,40.00%
